kor,no,url,part
가락지,12023,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632237/MOV000254276_700X466.mp4,
가랑비,6760,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239503/MOV000249498_700X466.mp4,
가랑잎,4718,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221020/1042784/MOV000361032_700X466.mp4,
가랑잎,9349,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239504/MOV000249500_700X466.mp4,
가래,6761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239505/MOV000249502_700X466.mp4,
가래,6763,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239507/MOV000249506_700X466.mp4,
가래떡,6762,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239506/MOV000249504_700X466.mp4,
가래침,6761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239505/MOV000249502_700X466.mp4,
가래침,6763,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239507/MOV000249506_700X466.mp4,
가련하다,5532,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732903/MOV000252807_700X466.mp4,
가련하다,6764,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626490/MOV000249508_700X466.mp4,
가련하다,6880,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626491/MOV000249902_700X466.mp4,
가련하다,7155,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626492/MOV000256749_700X466.mp4,
가련하다,9567,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626493/MOV000259614_700X466.mp4,
가렵다,6765,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201023/764376/MOV000249510_700X466.mp4,
가렵다,11508,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239345/MOV000249184_700X466.mp4,
가령,3907,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728258/MOV000249512_700X466.mp4,
가령,5475,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/240880/MOV000252233_700X466.mp4,
가로,829,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215907/MOV000237120_700X466.mp4,
가로,830,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215908/MOV000237122_700X466.mp4,
가로,6067,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241477/MOV000253406_700X466.mp4,
가로,6766,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239511/MOV000249514_700X466.mp4,
가로,9626,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244067/MOV000258539_700X466.mp4,
가로등,7342,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239553/MOV000249620_700X466.mp4,
가로세로,2955,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230620/MOV000243768_700X466.mp4,
가로수,7343,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239554/MOV000249622_700X466.mp4,
가로쓰기,643,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222306/MOV000240013_700X466.mp4,
가로지르다,830,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215908/MOV000237122_700X466.mp4,
가로지르다,6766,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239511/MOV000249514_700X466.mp4,
가로채다,7344,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001933/MOV000359510_700X466.mp4,
가루,9350,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005832/MOV000359850_700X466.mp4,
가루,10642,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242158/MOV000254763_700X466.mp4,
가루비누,1850,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225619/MOV000241490_700X466.mp4,
가루약,7345,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239557/MOV000249628_700X466.mp4,
가르다,644,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346211/MOV000260388_700X466.mp4,
가르다,831,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215909/MOV000237124_700X466.mp4,
가르다,3708,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631951/MOV000248660_700X466.mp4,
가르다,5136,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631957/MOV000246240_700X466.mp4,
가르다,5748,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631956/MOV000246386_700X466.mp4,
가르다,7301,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631952/MOV000250128_700X466.mp4,
가르다,10641,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631954/MOV000254757_700X466.mp4,
가르다,11475,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631953/MOV000250132_700X466.mp4,
가르다,12219,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631955/MOV000254769_700X466.mp4,
가르다,12411,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631950/MOV000249630_700X466.mp4,
가르다,24002,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346212/MOV000260389_700X466.mp4,
가르마,7378,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239559/MOV000249632_700X466.mp4,
가르치다,323,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632453/MOV000235627_700X466.mp4,
가르치다,11915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632452/MOV000249634_700X466.mp4,
가르치다,12705,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632451/MOV000249724_700X466.mp4,
가르침,11915,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632452/MOV000249634_700X466.mp4,
가리다,1851,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005035/MOV000359764_700X466.mp4,
가리다,3047,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233833/MOV000245244_700X466.mp4,
가리키다,7379,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239561/MOV000249636_700X466.mp4,
가리키다,9850,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/243998/MOV000258387_700X466.mp4,
가마,7380,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001935/MOV000359512_700X466.mp4,
가마,7381,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010120/MOV000360109_700X466.mp4,
가마니,7381,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010120/MOV000360109_700X466.mp4,
가마솥,7382,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239564/MOV000249642_700X466.mp4,
가만가만,1852,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225621/MOV000241494_700X466.mp4,
가만두다,1853,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225622/MOV000241496_700X466.mp4,
가만있다,10092,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222189/MOV000239977_700X466.mp4,
가만있다,10421,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240229/MOV000250946_700X466.mp4,
가만있다,11916,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733664/MOV000249644_700X466.mp4,
가만히,3557,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630153/MOV000244834_700X466.mp4,
가만히,9351,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630151/MOV000249646_700X466.mp4,
가만히,9386,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630152/MOV000250381_700X466.mp4,
가만히,9613,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630150/MOV000259095_700X466.mp4,
가망,7383,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239567/MOV000249648_700X466.mp4,
가매장,7384,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239568/MOV000249650_700X466.mp4,
가맹,1854,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225623/MOV000241498_700X466.mp4,
가면,441,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151115/210272/MOV000234580_700X466.mp4,
가면,9352,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041844/MOV000360899_700X466.mp4,
가면극,2956,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230621/MOV000243770_700X466.mp4,
가명,7385,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239570/MOV000249654_700X466.mp4,
가무,7386,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239582/MOV000249656_700X466.mp4,
가물거리다,832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631936/MOV000237126_700X466.mp4,
가물거리다,1323,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631941/MOV000241869_700X466.mp4,
가물거리다,1868,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631944/MOV000239993_700X466.mp4,
가물거리다,2093,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631939/MOV000240119_700X466.mp4,
가물거리다,4173,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631942/MOV000242028_700X466.mp4,
가물거리다,5425,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631938/MOV000252202_700X466.mp4,
가물거리다,5870,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631940/MOV000246480_700X466.mp4,
가물거리다,6358,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631935/MOV000249760_700X466.mp4,
가물거리다,11440,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631934/MOV000245170_700X466.mp4,
가물거리다,12180,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631937/MOV000252803_700X466.mp4,
가물거리다,12647,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631945/MOV000245350_700X466.mp4,
가물다,1855,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225624/MOV000241500_700X466.mp4,
가물대다,832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631936/MOV000237126_700X466.mp4,
가물대다,1868,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631944/MOV000239993_700X466.mp4,
가물대다,5870,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631940/MOV000246480_700X466.mp4,
가물대다,6358,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631935/MOV000249760_700X466.mp4,
가물대다,11440,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631934/MOV000245170_700X466.mp4,
가뭄,6359,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239635/MOV000249762_700X466.mp4,
가발,6360,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010109/MOV000360098_700X466.mp4,
가방,6361,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734899/MOV000249766_700X466.mp4,
가법,833,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215911/MOV000237128_700X466.mp4,
가볍다,10998,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631862/MOV000249768_700X466.mp4,
가보,1856,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225625/MOV000241502_700X466.mp4,
가불,6393,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239639/MOV000249770_700X466.mp4,
가불금,1857,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225626/MOV000241504_700X466.mp4,
가쁘다,6394,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239640/MOV000249772_700X466.mp4,
가사,4889,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151215/228065/MOV000242618_700X466.mp4,
가사,6395,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010110/MOV000360099_700X466.mp4,
가사,6396,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239643/MOV000249778_700X466.mp4,
가사,10999,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239642/MOV000249776_700X466.mp4,
가사관리사,6889,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785439/MOV000357095_700X466.mp4,
가산,837,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215915/MOV000237136_700X466.mp4,
가산,6397,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239644/MOV000249780_700X466.mp4,
가산,11000,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005873/MOV000359875_700X466.mp4,
가상,15284,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250898/MOV000262908_700X466.mp4,
가상공간,15285,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250899/MOV000262912_700X466.mp4,
가상누름단추,15286,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250900/MOV000262917_700X466.mp4,
가상주어,19500,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/251753/MOV000264214_700X466.mp4,
가상현실,15287,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250901/MOV000262920_700X466.mp4,
가석방,4239,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151231/238172/MOV000247190_700X466.mp4,
가설,6398,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346375/MOV000249784_700X466.mp4,
가설,6399,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239647/MOV000249786_700X466.mp4,
가설,11001,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239648/MOV000249788_700X466.mp4,
가속,834,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215912/MOV000237130_700X466.mp4,
가속,1858,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225627/MOV000241506_700X466.mp4,
가속하다,834,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151124/215912/MOV000237130_700X466.mp4,
가속하다,1858,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225627/MOV000241506_700X466.mp4,
가솔린,2072,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225882/MOV000241619_700X466.mp4,
가솔린,6400,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239649/MOV000249790_700X466.mp4,
가수,6401,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191014/627245/MOV000249792_700X466.mp4,
가스,6834,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20180806/503218/MOV000354351_700X466.mp4,
가스,14077,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/250107/MOV000262580_700X466.mp4,
가스체,11517,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221107/1049732/MOV000361257_700X466.mp4,
가슴,6835,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627611/MOV000249894_700X466.mp4,
가슴,7876,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735190/MOV000255902_700X466.mp4,
가습기,2957,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230622/MOV000243772_700X466.mp4,
가시,3627,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151220/231019/MOV000243972_700X466.mp4,
가시,6836,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1039895/MOV000360444_700X466.mp4,
가시,10664,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241604/MOV000253663_700X466.mp4,
가시,10825,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242875/MOV000256177_700X466.mp4,
가시,12724,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239352/MOV000249198_700X466.mp4,
가시나무,1859,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151211/225628/MOV000241508_700X466.mp4,
가시다,835,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727481/MOV000237132_700X466.mp4,
가야금,6878,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042465/MOV000360987_700X466.mp4,
가열,6879,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160103/239704/MOV000249900_700X466.mp4,
가엾다,5532,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732903/MOV000252807_700X466.mp4,
가엾다,6764,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626490/MOV000249508_700X466.mp4,
가엾다,6880,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626491/MOV000249902_700X466.mp4,
가엾다,7155,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626492/MOV000256749_700X466.mp4,
가엾다,9567,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626493/MOV000259614_700X466.mp4,
가옥,1260,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629674/MOV000238047_700X466.mp4,
가옥,2103,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629677/MOV000240625_700X466.mp4,
